Rancho grande,Av. del Libertador 900,Buenos Aires,NULL,1010,Argentina,RANCH,Rancho grande,Av. del Libertador 900,Buenos Aires,NULL,1010,Argentina,Margaret Peacock,10448,1997-02-17 00:00:00.000,1997-03-17 00:00:00.000,1997-02-24 00:00:00.000,United Package,40,Boston Crab Meat,14.70,20,0,294.00,38.82
Blondel père et fils,"24, place Kléber",Strasbourg,NULL,67000,France,BLONP,Blondesddsl père et fils,"24, place Kléber",Strasbourg,NULL,67000,France,Janet Leverling,10449,1997-02-18 00:00:00.000,1997-03-18 00:00:00.000,1997-02-27 00:00:00.000,United Package,10,Ikura,24.80,14,0,347.20,53.30
Blondel père et fils,"24, place Kléber",Strasbourg,NULL,67000,France,BLONP,Blondesddsl père et fils,"24, place Kléber",Strasbourg,NULL,67000,France,Janet Leverling,10449,1997-02-18 00:00:00.000,1997-03-18 00:00:00.000,1997-02-27 00:00:00.000,United Package,52,Filo Mix,5.60,20,0,112.00,53.30
Blondel père et fils,"24, place Kléber",Strasbourg,NULL,67000,France,BLONP,Blondesddsl père et fils,"24, place Kléber",Strasbourg,NULL,67000,France,Janet Leverling,10449,1997-02-18 00:00:00.000,1997-03-18 00:00:00.000,1997-02-27 00:00:00.000,United Package,62,Tarte au sucre,39.40,35,0,1379.00,53.30
Victuailles en stock,"2, rue du Commerce",Lyon,NULL,69004,France,VICTE,Victuailles en stock,"2, rue du Commerce",Lyon,NULL,69004,France,Laura Callahan,10450,1997-02-19 00:00:00.000,1997-03-19 00:00:00.000,1997-03-11 00:00:00.000,United Package,10,Ikura,24.80,20,0.2,396.80,7.23
Victuailles en stock,"2, rue du Commerce",Lyon,NULL,69004,France,VICTE,Victuailles en stock,"2, rue du Commerce",Lyon,NULL,69004,France,Laura Callahan,10450,1997-02-19 00:00:00.000,1997-03-19 00:00:00.000,1997-03-11 00:00:00.000,United Package,54,Tourtière,5.90,6,0.2,28.32,7.23
QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany,QUICK,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany,Margaret Peacock,10451,1997-02-19 00:00:00.000,1997-03-05 00:00:00.000,1997-03-12 00:00:00.000,Federal Shipping,55,Pâté chinois,19.20,120,0.1,2073.60,189.09
QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany,QUICK,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany,Margaret Peacock,10451,1997-02-19 00:00:00.000,1997-03-05 00:00:00.000,1997-03-12 00:00:00.000,Federal Shipping,64,Wimmers gute Semmelknödel,26.60,35,0.1,837.90,189.09
QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany,QUICK,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany,Margaret Peacock,10451,1997-02-19 00:00:00.000,1997-03-05 00:00:00.000,1997-03-12 00:00:00.000,Federal Shipping,65,Louisiana Fiery Hot Pepper Sauce,16.80,28,0.1,423.36,189.09
QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany,QUICK,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany,Margaret Peacock,10451,1997-02-19 00:00:00.000,1997-03-05 00:00:00.000,1997-03-12 00:00:00.000,Federal Shipping,77,Original Frankfurter grüne Soße,10.40,55,0.1,514.80,189.09
Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,SAVEA,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Laura Callahan,10452,1997-02-20 00:00:00.000,1997-03-20 00:00:00.000,1997-02-26 00:00:00.000,Speedy Express,28,Rössle Sauerkraut,36.40,15,0,546.00,140.26
Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,SAVEA,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Laura Callahan,10452,1997-02-20 00:00:00.000,1997-03-20 00:00:00.000,1997-02-26 00:00:00.000,Speedy Express,44,Gula Malacca,15.50,100,0.05,1472.50,140.26
Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,AROUT,Around the Horn,120 Hanover Sq.,London,NULL,WA1 1DP,UK,Nancy Davolio,10453,1997-02-21 00:00:00.000,1997-03-21 00:00:00.000,1997-02-26 00:00:00.000,United Package,48,Chocolade,10.20,15,0.1,137.70,25.36
Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,AROUT,Around the Horn,120 Hanover Sq.,London,NULL,WA1 1DP,UK,Nancy Davolio,10453,1997-02-21 00:00:00.000,1997-03-21 00:00:00.000,1997-02-26 00:00:00.000,United Package,70,Outback Lager,12.00,25,0.1,270.00,25.36
La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France,LAMAI,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France,Margaret Peacock,10454,1997-02-21 00:00:00.000,1997-03-21 00:00:00.000,1997-02-25 00:00:00.000,Federal Shipping,16,Pavlova,13.90,20,0.2,222.40,2.74
La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France,LAMAI,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France,Margaret Peacock,10454,1997-02-21 00:00:00.000,1997-03-21 00:00:00.000,1997-02-25 00:00:00.000,Federal Shipping,33,Geitost,2.00,20,0.2,32.00,2.74
La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France,LAMAI,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France,Margaret Peacock,10454,1997-02-21 00:00:00.000,1997-03-21 00:00:00.000,1997-02-25 00:00:00.000,Federal Shipping,46,Spegesild,9.60,10,0.2,76.80,2.74
Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,WARTH,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,Laura Callahan,10455,1997-02-24 00:00:00.000,1997-04-07 00:00:00.000,1997-03-03 00:00:00.000,United Package,39,Chartreuse verte,14.40,20,0,288.00,180.45
Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,WARTH,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,Laura Callahan,10455,1997-02-24 00:00:00.000,1997-04-07 00:00:00.000,1997-03-03 00:00:00.000,United Package,53,Perth Pasties,26.20,50,0,1310.00,180.45
Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,WARTH,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,Laura Callahan,10455,1997-02-24 00:00:00.000,1997-04-07 00:00:00.000,1997-03-03 00:00:00.000,United Package,61,Sirop d'érable,22.80,25,0,570.00,180.45
Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,WARTH,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,Laura Callahan,10455,1997-02-24 00:00:00.000,1997-04-07 00:00:00.000,1997-03-03 00:00:00.000,United Package,71,Flotemysost,17.20,30,0,516.00,180.45
Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany,KOENE,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany,Laura Callahan,10456,1997-02-25 00:00:00.000,1997-04-08 00:00:00.000,1997-02-28 00:00:00.000,United Package,21,Sir Rodney's Scones,8.00,40,0.15,272.00,8.12
Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany,KOENE,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany,Laura Callahan,10456,1997-02-25 00:00:00.000,1997-04-08 00:00:00.000,1997-02-28 00:00:00.000,United Package,49,Maxilaku,16.00,21,0.15,285.60,8.12
Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany,KOENE,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany,Andrew Fuller,10457,1997-02-25 00:00:00.000,1997-03-25 00:00:00.000,1997-03-03 00:00:00.000,Speedy Express,59,Raclette Courdavault,44.00,36,0,1584.00,11.57
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,Robert King,10458,1997-02-26 00:00:00.000,1997-03-26 00:00:00.000,1997-03-04 00:00:00.000,Federal Shipping,26,Gumbär Gummibärchen,24.90,30,0,747.00,147.06
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,Robert King,10458,1997-02-26 00:00:00.000,1997-03-26 00:00:00.000,1997-03-04 00:00:00.000,Federal Shipping,28,Rössle Sauerkraut,36.40,30,0,1092.00,147.06
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,Robert King,10458,1997-02-26 00:00:00.000,1997-03-26 00:00:00.000,1997-03-04 00:00:00.000,Federal Shipping,43,Ipoh Coffee,36.80,20,0,736.00,147.06
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,Robert King,10458,1997-02-26 00:00:00.000,1997-03-26 00:00:00.000,1997-03-04 00:00:00.000,Federal Shipping,56,Gnocchi di nonna Alice,30.40,15,0,456.00,147.06
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,Robert King,10458,1997-02-26 00:00:00.000,1997-03-26 00:00:00.000,1997-03-04 00:00:00.000,Federal Shipping,71,Flotemysost,17.20,50,0,860.00,147.06
Victuailles en stock,"2, rue du Commerce",Lyon,NULL,69004,France,VICTE,Victuailles en stock,"2, rue du Commerce",Lyon,NULL,69004,France,Margaret Peacock,10459,1997-02-27 00:00:00.000,1997-03-27 00:00:00.000,1997-02-28 00:00:00.000,United Package,7,Uncle Bob's Organic Dried Pears,24.00,16,0.05,364.80,25.09
Victuailles en stock,"2, rue du Commerce",Lyon,NULL,69004,France,VICTE,Victuailles en stock,"2, rue du Commerce",Lyon,NULL,69004,France,Margaret Peacock,10459,1997-02-27 00:00:00.000,1997-03-27 00:00:00.000,1997-02-28 00:00:00.000,United Package,46,Spegesild,9.60,20,0.05,182.40,25.09
Victuailles en stock,"2, rue du Commerce",Lyon,NULL,69004,France,VICTE,Victuailles en stock,"2, rue du Commerce",Lyon,NULL,69004,France,Margaret Peacock,10459,1997-02-27 00:00:00.000,1997-03-27 00:00:00.000,1997-02-28 00:00:00.000,United Package,72,Mozzarella di Giovanni,27.80,40,0,1112.00,25.09
Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden,FOLKO,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden,Laura Callahan,10460,1997-02-28 00:00:00.000,1997-03-28 00:00:00.000,1997-03-03 00:00:00.000,Speedy Express,68,Scottish Longbreads,10.00,21,0.25,157.50,16.27
Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden,FOLKO,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden,Laura Callahan,10460,1997-02-28 00:00:00.000,1997-03-28 00:00:00.000,1997-03-03 00:00:00.000,Speedy Express,75,Rhönbräu Klosterbier,6.20,4,0.25,18.60,16.27
LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,LILAS,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,Nancy Davolio,10461,1997-02-28 00:00:00.000,1997-03-28 00:00:00.000,1997-03-05 00:00:00.000,Federal Shipping,21,Sir Rodney's Scones,8.00,40,0.25,240.00,148.61
LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,LILAS,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,Nancy Davolio,10461,1997-02-28 00:00:00.000,1997-03-28 00:00:00.000,1997-03-05 00:00:00.000,Federal Shipping,30,Nord-Ost Matjeshering,20.70,28,0.25,434.70,148.61
LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,LILAS,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,Nancy Davolio,10461,1997-02-28 00:00:00.000,1997-03-28 00:00:00.000,1997-03-05 00:00:00.000,Federal Shipping,55,Pâté chinois,19.20,60,0.25,864.00,148.61
Consolidated Holdings,Berkeley Gardens 12  Brewery,London,NULL,WX1 6LT,UK,CONSH,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,NULL,WX1 6LT,UK,Andrew Fuller,10462,1997-03-03 00:00:00.000,1997-03-31 00:00:00.000,1997-03-18 00:00:00.000,Speedy Express,13,Konbu,4.80,1,0,4.80,6.17
Consolidated Holdings,Berkeley Gardens 12  Brewery,London,NULL,WX1 6LT,UK,CONSH,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,NULL,WX1 6LT,UK,Andrew Fuller,10462,1997-03-03 00:00:00.000,1997-03-31 00:00:00.000,1997-03-18 00:00:00.000,Speedy Express,23,Tunnbröd,7.20,21,0,151.20,6.17
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,Steven Buchanan,10463,1997-03-04 00:00:00.000,1997-04-01 00:00:00.000,1997-03-06 00:00:00.000,Federal Shipping,19,Teatime Chocolate Biscuits,7.30,21,0,153.30,14.78
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,Steven Buchanan,10463,1997-03-04 00:00:00.000,1997-04-01 00:00:00.000,1997-03-06 00:00:00.000,Federal Shipping,42,Singaporean Hokkien Fried Mee,11.20,50,0,560.00,14.78
Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal,FURIB,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal,Margaret Peacock,10464,1997-03-04 00:00:00.000,1997-04-01 00:00:00.000,1997-03-14 00:00:00.000,United Package,4,Chef Anton's Cajun Seasoning,17.60,16,0.2,225.28,89.00
Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal,FURIB,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal,Margaret Peacock,10464,1997-03-04 00:00:00.000,1997-04-01 00:00:00.000,1997-03-14 00:00:00.000,United Package,43,Ipoh Coffee,36.80,3,0,110.40,89.00
Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal,FURIB,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal,Margaret Peacock,10464,1997-03-04 00:00:00.000,1997-04-01 00:00:00.000,1997-03-14 00:00:00.000,United Package,56,Gnocchi di nonna Alice,30.40,30,0.2,729.60,89.00
Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal,FURIB,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal,Margaret Peacock,10464,1997-03-04 00:00:00.000,1997-04-01 00:00:00.000,1997-03-14 00:00:00.000,United Package,60,Camembert Pierrot,27.20,20,0,544.00,89.00
Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark,VAFFE,Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark,Nancy Davolio,10465,1997-03-05 00:00:00.000,1997-04-02 00:00:00.000,1997-03-14 00:00:00.000,Federal Shipping,24,Guaraná Fantástica,3.60,25,0,90.00,145.04
Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark,VAFFE,Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark,Nancy Davolio,10465,1997-03-05 00:00:00.000,1997-04-02 00:00:00.000,1997-03-14 00:00:00.000,Federal Shipping,29,Thüringer Rostbratwurst,99.00,18,0.1,1603.80,145.04
Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark,VAFFE,Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark,Nancy Davolio,10465,1997-03-05 00:00:00.000,1997-04-02 00:00:00.000,1997-03-14 00:00:00.000,Federal Shipping,40,Boston Crab Meat,14.70,20,0,294.00,145.04
Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark,VAFFE,Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark,Nancy Davolio,10465,1997-03-05 00:00:00.000,1997-04-02 00:00:00.000,1997-03-14 00:00:00.000,Federal Shipping,45,Rogede sild,7.60,30,0.1,205.20,145.04
Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark,VAFFE,Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark,Nancy Davolio,10465,1997-03-05 00:00:00.000,1997-04-02 00:00:00.000,1997-03-14 00:00:00.000,Federal Shipping,50,Valkoinen suklaa,13.00,25,0,325.00,145.04
Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,COMMI,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,Margaret Peacock,10466,1997-03-06 00:00:00.000,1997-04-03 00:00:00.000,1997-03-13 00:00:00.000,Speedy Express,11,Queso Cabrales,16.80,10,0,168.00,11.93
Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,COMMI,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,Margaret Peacock,10466,1997-03-06 00:00:00.000,1997-04-03 00:00:00.000,1997-03-13 00:00:00.000,Speedy Express,46,Spegesild,9.60,5,0,48.00,11.93
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy,Laura Callahan,10467,1997-03-06 00:00:00.000,1997-04-03 00:00:00.000,1997-03-11 00:00:00.000,United Package,24,Guaraná Fantástica,3.60,28,0,100.80,4.93
Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy,MAGAA,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy,Laura Callahan,10467,1997-03-06 00:00:00.000,1997-04-03 00:00:00.000,1997-03-11 00:00:00.000,United Package,25,NuNuCa Nuß-Nougat-Creme,11.20,12,0,134.40,4.93
Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany,KOENE,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany,Janet Leverling,10468,1997-03-07 00:00:00.000,1997-04-04 00:00:00.000,1997-03-12 00:00:00.000,Federal Shipping,30,Nord-Ost Matjeshering,20.70,8,0,165.60,44.12
Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany,KOENE,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany,Janet Leverling,10468,1997-03-07 00:00:00.000,1997-04-04 00:00:00.000,1997-03-12 00:00:00.000,Federal Shipping,43,Ipoh Coffee,36.80,15,0,552.00,44.12
White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,WHITC,White Clover Markets,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,Nancy Davolio,10469,1997-03-10 00:00:00.000,1997-04-07 00:00:00.000,1997-03-14 00:00:00.000,Speedy Express,2,Chang,15.20,40,0.15,516.80,60.18
White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,WHITC,White Clover Markets,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,Nancy Davolio,10469,1997-03-10 00:00:00.000,1997-04-07 00:00:00.000,1997-03-14 00:00:00.000,Speedy Express,16,Pavlova,13.90,35,0.15,413.53,60.18
White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,WHITC,White Clover Markets,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,Nancy Davolio,10469,1997-03-10 00:00:00.000,1997-04-07 00:00:00.000,1997-03-14 00:00:00.000,Speedy Express,44,Gula Malacca,15.50,2,0.15,26.35,60.18
Bon app',"12, rue des Bouchers",Marseille,NULL,13008,France,BONAP,Bon app',"12, rue des Bouchers",Marseille,NULL,13008,France,Margaret Peacock,10470,1997-03-11 00:00:00.000,1997-04-08 00:00:00.000,1997-03-14 00:00:00.000,United Package,18,Carnarvon Tigers,50.00,30,0,1500.00,64.56
Bon app',"12, rue des Bouchers",Marseille,NULL,13008,France,BONAP,Bon app',"12, rue des Bouchers",Marseille,NULL,13008,France,Margaret Peacock,10470,1997-03-11 00:00:00.000,1997-04-08 00:00:00.000,1997-03-14 00:00:00.000,United Package,23,Tunnbröd,7.20,15,0,108.00,64.56
Bon app',"12, rue des Bouchers",Marseille,NULL,13008,France,BONAP,Bon app',"12, rue des Bouchers",Marseille,NULL,13008,France,Margaret Peacock,10470,1997-03-11 00:00:00.000,1997-04-08 00:00:00.000,1997-03-14 00:00:00.000,United Package,64,Wimmers gute Semmelknödel,26.60,8,0,212.80,64.56
B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK,BSBEV,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK,Andrew Fuller,10471,1997-03-11 00:00:00.000,1997-04-08 00:00:00.000,1997-03-18 00:00:00.000,Federal Shipping,7,Uncle Bob's Organic Dried Pears,24.00,30,0,720.00,45.59
B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK,BSBEV,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK,Andrew Fuller,10471,1997-03-11 00:00:00.000,1997-04-08 00:00:00.000,1997-03-18 00:00:00.000,Federal Shipping,56,Gnocchi di nonna Alice,30.40,20,0,608.00,45.59
Seven Seas Imports,90 Wadhurst Rd.,London,NULL,OX15 4NB,UK,SEVES,Seven Seas Imports,90 Wadhurst Rd.,London,NULL,OX15 4NB,UK,Laura Callahan,10472,1997-03-12 00:00:00.000,1997-04-09 00:00:00.000,1997-03-19 00:00:00.000,Speedy Express,24,Guaraná Fantástica,3.60,80,0.05,273.60,4.20
Seven Seas Imports,90 Wadhurst Rd.,London,NULL,OX15 4NB,UK,SEVES,Seven Seas Imports,90 Wadhurst Rd.,London,NULL,OX15 4NB,UK,Laura Callahan,10472,1997-03-12 00:00:00.000,1997-04-09 00:00:00.000,1997-03-19 00:00:00.000,Speedy Express,51,Manjimup Dried Apples,42.40,18,0,763.20,4.20
Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,ISLAT,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,Nancy Davolio,10473,1997-03-13 00:00:00.000,1997-03-27 00:00:00.000,1997-03-21 00:00:00.000,Federal Shipping,33,Geitost,2.00,12,0,24.00,16.37
Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,ISLAT,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,Nancy Davolio,10473,1997-03-13 00:00:00.000,1997-03-27 00:00:00.000,1997-03-21 00:00:00.000,Federal Shipping,71,Flotemysost,17.20,12,0,206.40,16.37
Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,NULL,05033,Mexico,PERIC,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,NULL,05033,Mexico,Steven Buchanan,10474,1997-03-13 00:00:00.000,1997-04-10 00:00:00.000,1997-03-21 00:00:00.000,United Package,14,Tofu,18.60,12,0,223.20,83.49
Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,NULL,05033,Mexico,PERIC,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,NULL,05033,Mexico,Steven Buchanan,10474,1997-03-13 00:00:00.000,1997-04-10 00:00:00.000,1997-03-21 00:00:00.000,United Package,28,Rössle Sauerkraut,36.40,18,0,655.20,83.49
Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,NULL,05033,Mexico,PERIC,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,NULL,05033,Mexico,Steven Buchanan,10474,1997-03-13 00:00:00.000,1997-04-10 00:00:00.000,1997-03-21 00:00:00.000,United Package,40,Boston Crab Meat,14.70,21,0,308.70,83.49
Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,NULL,05033,Mexico,PERIC,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,NULL,05033,Mexico,Steven Buchanan,10474,1997-03-13 00:00:00.000,1997-04-10 00:00:00.000,1997-03-21 00:00:00.000,United Package,75,Rhönbräu Klosterbier,6.20,10,0,62.00,83.49
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,Anne Dodsworth,10475,1997-03-14 00:00:00.000,1997-04-11 00:00:00.000,1997-04-04 00:00:00.000,Speedy Express,31,Gorgonzola Telino,10.00,35,0.15,297.50,68.52
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,Anne Dodsworth,10475,1997-03-14 00:00:00.000,1997-04-11 00:00:00.000,1997-04-04 00:00:00.000,Speedy Express,66,Louisiana Hot Spiced Okra,13.60,60,0.15,693.60,68.52
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium,Anne Dodsworth,10475,1997-03-14 00:00:00.000,1997-04-11 00:00:00.000,1997-04-04 00:00:00.000,Speedy Express,76,Lakkalikööri,14.40,42,0.15,514.08,68.52
HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILAA,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,Laura Callahan,10476,1997-03-17 00:00:00.000,1997-04-14 00:00:00.000,1997-03-24 00:00:00.000,Federal Shipping,55,Pâté chinois,19.20,2,0.05,36.48,4.41
HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILAA,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,Laura Callahan,10476,1997-03-17 00:00:00.000,1997-04-14 00:00:00.000,1997-03-24 00:00:00.000,Federal Shipping,70,Outback Lager,12.00,12,0,144.00,4.41
Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,NULL,1756,Portugal,PRINI,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,NULL,1756,Portugal,Steven Buchanan,10477,1997-03-17 00:00:00.000,1997-04-14 00:00:00.000,1997-03-25 00:00:00.000,United Package,1,Chai,14.40,15,0,216.00,13.02
